,EmployeeNumber,Age,Gender,MaritalStatus,EducationField,Department,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,Attrition
911,1273,25,Male,Single,Life Sciences,Sales,1,1118,1,Yes,3,14,1,1,0,Yes
912,1275,26,Male,Single,Life Sciences,Research & Development,1,2875,1,Yes,4,20,8,8,5,No
913,1277,45,Female,Single,Marketing,Sales,5,18824,2,Yes,3,16,26,24,10,Yes
914,1278,55,Male,Divorced,Medical,Research & Development,4,13577,1,Yes,3,15,34,33,9,No
915,1279,21,Female,Single,Life Sciences,Research & Development,1,2625,1,No,4,20,2,2,2,Yes
916,1280,46,Female,Married,Marketing,Sales,5,18789,2,No,3,14,26,11,4,No
917,1281,34,Female,Single,Marketing,Sales,2,4538,0,Yes,3,12,4,3,2,No
918,1282,51,Male,Divorced,Life Sciences,Sales,5,19847,4,Yes,4,24,31,29,10,No
919,1283,59,Male,Single,Medical,Research & Development,3,10512,6,No,3,12,25,9,7,No
920,1285,34,Female,Divorced,Medical,Research & Development,2,4444,4,No,3,13,15,11,8,No
921,1286,28,Male,Single,Medical,Research & Development,1,2154,0,Yes,3,11,5,4,2,No
922,1288,44,Male,Divorced,Life Sciences,Research & Development,5,19190,1,No,3,14,26,25,9,No
923,1289,34,Male,Married,Life Sciences,Human Resources,2,4490,4,No,3,11,14,10,9,No
924,1291,35,Male,Married,Life Sciences,Research & Development,1,3506,0,Yes,3,14,4,3,2,No
925,1292,42,Female,Married,Medical,Research & Development,2,2372,6,Yes,3,16,18,1,0,No
926,1293,43,Female,Single,Marketing,Sales,3,10231,3,No,3,14,23,21,7,No
927,1294,36,Female,Single,Life Sciences,Research & Development,2,5410,9,Yes,3,11,18,16,14,No
928,1295,44,Female,Married,Medical,Research & Development,3,7978,1,No,3,11,10,10,7,Yes
929,1296,28,Male,Married,Life Sciences,Research & Development,1,3867,1,Yes,3,12,2,2,2,No
930,1297,51,Female,Single,Medical,Research & Development,1,2838,0,No,3,14,8,7,0,No
931,1298,30,Female,Single,Medical,Research & Development,2,4695,7,Yes,3,18,10,8,4,No
932,1299,29,Female,Divorced,Technical Degree,Research & Development,1,3339,3,Yes,3,13,10,7,7,Yes
933,1301,28,Male,Single,Technical Degree,Research & Development,1,2080,2,No,3,11,5,3,2,No
934,1303,25,Female,Single,Medical,Research & Development,1,2096,1,No,3,18,2,2,2,No
935,1304,32,Male,Married,Medical,Sales,2,6209,1,No,3,15,10,10,7,No
936,1306,45,Female,Single,Medical,Research & Development,5,18061,3,No,4,22,22,0,0,No
937,1307,39,Female,Divorced,Medical,Research & Development,4,17123,6,Yes,3,13,21,19,9,No
938,1308,58,Male,Divorced,Life Sciences,Research & Development,1,2372,1,No,3,12,2,2,2,No
939,1309,32,Male,Married,Life Sciences,Research & Development,2,4883,1,No,3,18,10,10,4,Yes
940,1310,39,Male,Single,Medical,Research & Development,1,3904,0,No,3,13,6,5,2,Yes
941,1311,30,Female,Married,Technical Degree,Research & Development,2,4627,0,No,3,12,10,9,2,No
942,1312,36,Female,Married,Technical Degree,Research & Development,3,7094,3,No,3,12,10,7,7,No
943,1314,46,Female,Single,Life Sciences,Human Resources,1,3423,6,No,3,12,10,7,6,No
944,1315,28,Female,Married,Life Sciences,Research & Development,2,6674,0,No,3,11,10,9,8,No
945,1317,50,Female,Married,Life Sciences,Research & Development,4,16880,4,Yes,3,11,25,3,2,No
946,1318,40,Male,Single,Marketing,Sales,3,9094,2,Yes,3,12,9,5,4,Yes
947,1319,52,Male,Single,Life Sciences,Sales,3,8446,9,Yes,3,19,10,8,7,Yes
948,1321,30,Female,Married,Medical,Research & Development,3,11916,1,Yes,4,23,9,9,1,No
949,1322,39,Male,Single,Life Sciences,Research & Development,2,4534,0,No,3,11,9,8,7,No
950,1324,31,Female,Divorced,Life Sciences,Sales,3,9852,1,Yes,3,19,10,10,8,No
951,1329,41,Male,Single,Medical,Sales,2,6151,1,No,3,13,19,19,2,No
952,1331,31,Female,Single,Life Sciences,Sales,1,2302,1,Yes,3,11,3,3,2,Yes
953,1333,44,Male,Married,Life Sciences,Research & Development,1,2362,4,No,3,12,10,3,2,Yes
954,1334,42,Male,Married,Life Sciences,Research & Development,4,17861,0,Yes,3,13,21,20,8,No
955,1336,55,Female,Married,Medical,Research & Development,5,19187,4,No,3,14,23,19,9,No
956,1338,56,Male,Single,Life Sciences,Human Resources,5,19717,6,No,3,14,36,7,3,No
957,1340,40,Male,Divorced,Life Sciences,Research & Development,1,3544,9,No,3,16,6,4,2,No
958,1344,34,Male,Divorced,Life Sciences,Research & Development,3,8500,0,No,3,11,10,9,7,No
959,1346,40,Male,Single,Life Sciences,Research & Development,2,4661,1,No,3,13,9,9,8,No
960,1349,41,Female,Divorced,Marketing,Sales,2,4103,0,No,3,17,10,9,3,No
961,1350,35,Male,Single,Life Sciences,Research & Development,2,4249,1,Yes,3,11,9,9,6,No
962,1352,51,Male,Divorced,Life Sciences,Human Resources,4,14026,1,Yes,3,11,33,33,9,No
963,1355,38,Female,Divorced,Life Sciences,Sales,2,6893,3,No,3,15,11,7,7,No
964,1356,34,Female,Single,Medical,Sales,2,6125,1,No,3,12,10,10,8,No
965,1358,25,Male,Married,Medical,Research & Development,1,3669,3,No,3,11,7,3,2,No
966,1360,58,Female,Married,Medical,Research & Development,3,10008,7,Yes,3,14,31,10,9,Yes
967,1361,40,Male,Married,Life Sciences,Research & Development,1,2387,3,No,4,22,7,4,2,No
968,1362,36,Female,Married,Marketing,Sales,2,4639,2,No,3,16,17,15,7,No
969,1363,48,Male,Single,Life Sciences,Research & Development,3,7898,1,No,3,11,11,10,9,No
970,1364,27,Female,Married,Medical,Sales,1,2534,8,No,3,14,5,1,0,No
971,1367,51,Female,Single,Technical Degree,Research & Development,4,13142,3,No,3,16,29,5,2,No
972,1368,18,Female,Single,Life Sciences,Research & Development,1,1611,1,No,3,15,0,0,0,No
973,1369,35,Female,Married,Medical,Research & Development,2,5363,0,No,3,12,10,9,7,No
974,1371,27,Male,Single,Life Sciences,Sales,2,5071,3,No,4,20,8,6,2,No
975,1372,55,Male,Single,Marketing,Sales,4,13695,6,Yes,3,17,24,19,7,Yes
976,1373,56,Male,Married,Life Sciences,Research & Development,4,13402,4,Yes,3,12,33,19,16,No
977,1374,34,Female,Divorced,Technical Degree,Research & Development,1,2029,1,No,4,20,5,5,4,No
978,1375,40,Female,Divorced,Medical,Research & Development,2,6377,5,No,4,20,15,12,11,No
979,1377,34,Male,Married,Medical,Research & Development,2,5429,4,No,3,13,10,8,7,No
980,1379,31,Female,Single,Life Sciences,Sales,1,2785,7,No,3,14,3,1,0,Yes
981,1380,35,Female,Married,Marketing,Sales,2,4614,0,Yes,3,18,5,4,2,Yes
982,1382,38,Male,Divorced,Life Sciences,Research & Development,1,2610,1,No,3,11,4,4,2,No
983,1383,34,Female,Single,Technical Degree,Research & Development,2,6687,1,No,3,11,14,14,11,No
984,1387,28,Male,Married,Life Sciences,Sales,2,4724,1,No,3,11,5,5,3,No
985,1389,31,Male,Married,Medical,Research & Development,2,6179,1,Yes,3,15,10,10,2,Yes
986,1390,39,Male,Married,Life Sciences,Sales,2,6120,3,Yes,3,12,8,5,4,No
987,1391,51,Male,Married,Marketing,Sales,3,10596,2,No,3,11,14,4,2,No
988,1392,41,Female,Divorced,Life Sciences,Research & Development,2,5467,3,Yes,3,14,12,6,2,No
989,1394,37,Male,Married,Life Sciences,Research & Development,1,2996,7,Yes,3,15,8,6,4,No
990,1395,33,Male,Married,Life Sciences,Sales,2,9998,6,No,3,13,8,5,4,No
991,1396,32,Male,Married,Marketing,Sales,2,4078,0,Yes,3,13,4,3,2,No
992,1397,39,Male,Married,Life Sciences,Research & Development,3,10920,3,No,4,21,13,6,4,No
993,1399,25,Male,Married,Life Sciences,Sales,2,6232,2,No,3,11,6,3,2,No
994,1401,52,Female,Married,Medical,Research & Development,4,13247,2,Yes,3,11,24,5,3,No
995,1402,43,Female,Single,Medical,Research & Development,2,4081,1,Yes,3,14,20,20,7,No
996,1403,27,Female,Married,Marketing,Sales,2,5769,1,Yes,3,11,6,6,2,No
997,1405,27,Female,Single,Life Sciences,Research & Development,1,2394,1,Yes,3,13,8,8,2,Yes
998,1407,26,Male,Single,Medical,Research & Development,1,3904,0,No,3,12,5,4,3,No
999,1408,42,Female,Married,Human Resources,Human Resources,4,16799,0,No,3,14,21,20,7,No
1000,1409,52,Female,Married,Other,Research & Development,1,2950,9,No,3,13,12,5,4,No
1001,1411,37,Female,Single,Medical,Research & Development,1,3629,4,No,3,18,8,3,2,No
1002,1412,35,Male,Single,Life Sciences,Research & Development,3,9362,2,No,3,11,10,2,2,No
1003,1415,25,Male,Married,Technical Degree,Research & Development,1,3229,4,No,3,11,7,3,2,No
1004,1417,26,Male,Single,Other,Research & Development,1,3578,0,No,3,12,8,7,7,No
1005,1419,29,Male,Single,Other,Human Resources,3,7988,1,No,3,13,10,10,9,No
1006,1420,49,Male,Single,Life Sciences,Research & Development,2,4284,3,No,4,20,20,4,3,Yes
1007,1421,29,Female,Single,Other,Research & Development,3,7553,0,Yes,3,12,9,8,7,Yes
1008,1422,54,Female,Single,Medical,Research & Development,4,17328,6,No,3,19,29,20,7,No
1009,1423,58,Female,Married,Medical,Research & Development,5,19701,3,Yes,4,21,32,9,8,No
1010,1424,55,Male,Divorced,Medical,Research & Development,4,14732,2,No,3,13,31,7,7,No
1011,1425,36,Female,Single,Marketing,Sales,2,9278,3,Yes,3,16,15,5,4,No
1012,1427,31,Female,Single,Life Sciences,Sales,1,1359,1,No,3,12,1,1,0,Yes
1013,1428,30,Female,Divorced,Marketing,Sales,2,4779,7,No,3,14,8,3,2,No
1014,1430,31,Female,Single,Life Sciences,Research & Development,4,16422,3,No,3,11,9,3,2,No
1015,1431,34,Male,Divorced,Other,Research & Development,1,2996,5,No,3,14,10,4,3,No
1016,1433,31,Female,Single,Life Sciences,Research & Development,1,1261,1,No,3,12,1,1,0,Yes
1017,1434,27,Male,Married,Life Sciences,Research & Development,1,2099,0,No,3,14,6,5,0,No
1018,1435,36,Male,Single,Life Sciences,Research & Development,2,5810,1,No,3,16,10,10,4,No
1019,1436,36,Female,Married,Marketing,Sales,2,5647,4,No,3,13,11,3,2,No
1020,1438,47,Male,Married,Technical Degree,Research & Development,1,3420,7,No,3,12,17,6,5,No
1021,1439,25,Male,Married,Life Sciences,Sales,1,4400,3,No,3,12,6,3,2,Yes
1022,1440,37,Male,Single,Technical Degree,Research & Development,1,3500,0,No,3,14,7,6,5,No
1023,1441,56,Female,Married,Life Sciences,Research & Development,1,2066,2,No,4,22,5,3,2,No
1024,1443,47,Female,Married,Medical,Research & Development,4,17169,3,No,3,19,26,20,17,No
1025,1445,24,Female,Married,Medical,Sales,2,4162,1,Yes,3,12,5,5,4,No
1026,1446,32,Male,Married,Marketing,Sales,2,9204,4,No,3,12,7,4,3,No
1027,1447,34,Female,Married,Life Sciences,Research & Development,1,3294,5,No,3,17,7,5,4,No
1028,1448,41,Male,Married,Medical,Research & Development,1,2127,2,Yes,3,12,7,4,2,No
1029,1449,40,Male,Divorced,Other,Research & Development,2,3975,3,No,3,11,11,8,7,No
1030,1453,31,Male,Divorced,Life Sciences,Sales,3,10793,1,No,3,18,13,13,7,No
1031,1457,46,Male,Divorced,Marketing,Sales,3,10096,4,No,3,11,28,7,7,Yes
1032,1458,39,Female,Single,Life Sciences,Research & Development,1,3646,2,Yes,4,23,11,1,0,Yes
1033,1459,31,Female,Single,Life Sciences,Research & Development,3,7446,1,No,3,11,10,10,8,Yes
1034,1460,45,Male,Divorced,Medical,Research & Development,3,10851,2,Yes,3,18,24,7,7,No
1035,1461,31,Female,Single,Medical,Human Resources,1,2109,9,No,3,18,8,3,2,No
1036,1464,31,Male,Married,Life Sciences,Research & Development,1,3722,6,Yes,3,13,7,2,2,Yes
1037,1465,45,Male,Married,Technical Degree,Research & Development,3,9380,4,Yes,3,18,10,3,1,No
1038,1466,48,Male,Divorced,Marketing,Sales,2,5486,4,No,3,11,15,2,2,No
1039,1467,34,Female,Married,Technical Degree,Human Resources,1,2742,1,No,3,15,2,2,2,Yes
1040,1468,40,Male,Divorced,Medical,Research & Development,3,13757,2,No,3,11,16,9,8,No
1041,1469,28,Male,Single,Medical,Sales,2,8463,0,No,3,18,6,5,4,No
1042,1471,44,Male,Single,Life Sciences,Research & Development,1,3162,3,No,3,14,7,5,2,No
1043,1472,53,Male,Single,Medical,Research & Development,4,16598,4,No,3,12,35,9,8,No
1044,1473,49,Male,Married,Technical Degree,Research & Development,2,6651,2,No,3,14,20,3,2,No
1045,1474,40,Male,Divorced,Medical,Research & Development,1,2345,2,No,3,14,8,3,1,No
1046,1475,44,Male,Single,Life Sciences,Research & Development,1,3420,1,No,3,13,6,5,2,No
1047,1477,33,Male,Married,Medical,Sales,2,4373,0,No,3,14,5,4,3,No
1048,1478,34,Male,Single,Other,Sales,2,4759,3,No,3,18,15,13,9,No
1049,1479,30,Male,Married,Life Sciences,Sales,2,5301,8,No,3,15,4,2,1,No
1050,1480,42,Female,Single,Medical,Research & Development,1,3673,1,No,3,13,12,12,9,No
1051,1481,44,Female,Married,Marketing,Sales,2,4768,7,No,3,12,11,1,0,No
1052,1482,30,Male,Divorced,Technical Degree,Research & Development,1,1274,1,No,3,13,1,1,0,No
1053,1483,57,Male,Married,Life Sciences,Research & Development,2,4900,0,No,4,24,13,12,9,No
1054,1484,49,Male,Divorced,Life Sciences,Research & Development,3,10466,3,No,3,14,29,8,7,No
1055,1485,34,Male,Divorced,Medical,Research & Development,4,17007,7,No,3,14,16,14,8,No
1056,1486,28,Male,Married,Technical Degree,Sales,1,2909,3,No,3,15,5,3,2,Yes
1057,1487,29,Female,Single,Technical Degree,Sales,2,5765,5,No,3,11,7,5,3,Yes
1058,1489,34,Female,Single,Medical,Sales,2,4599,0,Yes,4,23,16,15,9,Yes
1059,1492,35,Male,Married,Life Sciences,Sales,1,2404,1,No,3,13,1,1,0,No
1060,1494,24,Male,Single,Medical,Research & Development,1,3172,2,Yes,3,11,4,0,0,Yes
1061,1495,24,Female,Married,Life Sciences,Sales,1,2033,1,No,3,13,1,1,0,No
1062,1496,44,Male,Single,Medical,Research & Development,3,10209,5,Yes,3,18,16,2,2,No
1063,1497,29,Male,Divorced,Life Sciences,Sales,2,8620,1,No,3,14,10,10,7,No
1064,1499,30,Male,Divorced,Life Sciences,Human Resources,1,2064,0,No,4,21,6,5,3,No
1065,1501,55,Male,Married,Life Sciences,Research & Development,2,4035,0,Yes,3,16,4,3,2,No
1066,1502,33,Female,Married,Medical,Research & Development,1,3838,8,No,3,11,8,5,4,No
1067,1503,47,Female,Married,Medical,Sales,2,4591,3,Yes,3,17,11,5,4,No
1068,1504,28,Male,Single,Medical,Research & Development,1,2561,7,No,3,11,8,0,0,Yes
1069,1506,28,Male,Divorced,Life Sciences,Research & Development,1,1563,1,No,3,14,1,1,0,No
1070,1507,28,Male,Single,Life Sciences,Sales,2,4898,0,No,3,14,5,4,2,No
1071,1509,49,Female,Married,Medical,Research & Development,2,4789,4,No,4,25,10,3,2,No
1072,1513,29,Female,Married,Life Sciences,Research & Development,1,3180,0,No,3,13,4,3,2,No
1073,1514,28,Male,Married,Life Sciences,Research & Development,2,6549,1,No,3,14,8,8,6,No
1074,1515,33,Male,Single,Life Sciences,Research & Development,2,6388,2,Yes,3,17,14,0,0,No
1075,1516,32,Male,Single,Medical,Research & Development,3,11244,2,No,4,25,10,5,2,No
1076,1520,54,Female,Divorced,Medical,Research & Development,4,16032,3,No,4,20,26,14,9,No
1077,1522,29,Male,Single,Technical Degree,Research & Development,1,2362,6,No,3,13,11,9,7,Yes
1078,1523,44,Male,Married,Life Sciences,Research & Development,4,16328,3,No,3,13,24,20,6,No
1079,1525,39,Female,Single,Life Sciences,Research & Development,3,8376,4,No,3,18,9,2,0,No
1080,1527,46,Female,Married,Life Sciences,Sales,4,16606,8,No,3,12,23,13,12,No
1081,1529,35,Female,Single,Life Sciences,Research & Development,3,8606,1,No,3,19,11,11,8,No
1082,1533,23,Male,Single,Life Sciences,Research & Development,2,2272,0,No,3,14,5,4,3,No
1083,1534,40,Male,Single,Life Sciences,Research & Development,1,2018,3,No,3,14,15,5,4,Yes
1084,1535,34,Male,Married,Technical Degree,Sales,3,7083,1,Yes,3,14,10,10,9,No
1085,1537,31,Female,Single,Life Sciences,Research & Development,1,4084,1,No,3,12,7,7,2,Yes
1086,1539,50,Male,Single,Medical,Research & Development,4,14411,1,Yes,3,13,32,32,6,No
1087,1541,34,Male,Married,Technical Degree,Sales,1,2308,0,Yes,4,25,12,11,10,No
1088,1542,42,Male,Married,Medical,Research & Development,1,4841,4,No,3,14,4,1,0,No
1089,1543,37,Male,Married,Medical,Research & Development,2,4285,1,No,3,17,10,10,8,No
1090,1544,29,Female,Married,Other,Research & Development,2,9715,3,No,3,13,9,7,7,No
1091,1545,33,Male,Single,Life Sciences,Research & Development,2,4320,1,No,3,13,5,5,3,No
1092,1546,45,Male,Married,Technical Degree,Research & Development,1,2132,4,No,4,20,8,5,4,No
1093,1547,42,Male,Married,Life Sciences,Research & Development,3,10124,2,Yes,3,14,24,20,8,No
1094,1548,40,Male,Married,Medical,Sales,2,5473,0,No,3,12,9,8,4,No
1095,1549,33,Male,Married,Life Sciences,Research & Development,2,5207,1,Yes,3,12,15,15,14,No
1096,1550,40,Male,Single,Medical,Human Resources,4,16437,1,Yes,4,21,21,21,7,No
1097,1551,24,Male,Divorced,Technical Degree,Research & Development,1,2296,0,No,3,14,2,1,1,No
1098,1552,40,Male,Divorced,Life Sciences,Research & Development,2,4069,3,Yes,3,18,8,2,2,No
1099,1553,45,Male,Divorced,Technical Degree,Research & Development,3,7441,1,No,3,12,10,10,8,No
1100,1554,35,Female,Married,Life Sciences,Sales,1,2430,0,No,4,23,6,5,3,No
1101,1555,32,Female,Married,Life Sciences,Research & Development,2,5878,3,No,3,12,12,7,1,No
1102,1556,36,Male,Single,Life Sciences,Sales,1,2644,3,Yes,4,21,7,3,2,No
1103,1557,48,Female,Divorced,Life Sciences,Sales,2,6439,8,No,3,14,18,8,7,No
1104,1558,29,Male,Married,Life Sciences,Research & Development,1,2451,6,No,3,18,5,1,0,No
1105,1560,33,Male,Married,Life Sciences,Sales,2,6392,2,No,3,13,8,2,2,No
1106,1562,30,Male,Married,Life Sciences,Sales,2,9714,1,No,3,11,10,10,8,Yes
1107,1563,38,Male,Married,Human Resources,Human Resources,2,6077,3,No,3,11,10,6,3,No
1108,1564,35,Male,Single,Medical,Research & Development,1,2450,1,No,3,19,3,3,0,No
1109,1568,30,Male,Married,Technical Degree,Sales,3,9250,3,No,3,12,9,4,2,No
1110,1569,35,Female,Divorced,Life Sciences,Research & Development,1,2074,1,Yes,3,12,1,1,0,Yes
1111,1572,53,Female,Married,Technical Degree,Research & Development,3,10169,0,No,3,16,34,33,7,Yes
1112,1573,38,Male,Married,Medical,Research & Development,2,4855,4,No,3,11,7,5,2,Yes
1113,1574,32,Male,Married,Technical Degree,Research & Development,2,4087,4,No,3,14,9,6,5,No
1114,1576,48,Female,Married,Other,Research & Development,1,2367,8,No,3,12,10,8,2,No
1115,1577,34,Male,Single,Medical,Research & Development,1,2972,1,No,3,13,1,1,0,No
1116,1578,55,Male,Married,Marketing,Sales,5,19586,1,No,4,21,36,36,6,No
1117,1580,34,Male,Married,Life Sciences,Research & Development,2,5484,9,No,3,17,9,2,2,No
1118,1581,26,Female,Married,Life Sciences,Research & Development,1,2061,1,No,4,21,1,1,0,No
1119,1582,38,Male,Married,Life Sciences,Sales,2,9924,0,No,3,11,10,9,8,No
1120,1583,38,Female,Single,Life Sciences,Sales,2,4198,2,No,3,12,8,3,2,No
1121,1585,36,Female,Single,Life Sciences,Sales,2,6815,6,No,3,13,15,1,0,No
1122,1586,29,Male,Single,Medical,Research & Development,1,4723,1,Yes,3,18,10,10,9,No
1123,1587,35,Female,Single,Medical,Research & Development,2,6142,3,Yes,3,16,10,5,2,No
1124,1588,39,Male,Married,Medical,Sales,3,8237,2,No,3,11,11,7,6,No
1125,1590,29,Male,Divorced,Life Sciences,Research & Development,2,8853,1,No,3,19,6,6,4,No
1126,1591,50,Male,Married,Marketing,Sales,5,19331,4,Yes,3,16,27,1,0,No
1127,1592,23,Male,Married,Technical Degree,Research & Development,1,2073,2,No,3,16,4,2,2,No
1128,1594,36,Male,Married,Life Sciences,Research & Development,2,5562,3,Yes,3,13,9,3,2,No
1129,1595,42,Male,Single,Other,Research & Development,5,19613,8,No,4,22,24,1,0,No
1130,1596,35,Male,Married,Life Sciences,Research & Development,2,3407,1,No,3,17,10,10,9,No
1131,1597,34,Male,Married,Technical Degree,Research & Development,2,5063,1,No,3,14,8,8,2,No
1132,1598,40,Female,Married,Life Sciences,Sales,2,4639,1,No,3,15,5,5,4,No
1133,1599,43,Male,Divorced,Technical Degree,Research & Development,1,4876,5,No,3,12,8,6,4,No
1134,1601,35,Male,Married,Life Sciences,Research & Development,1,2690,1,No,3,18,1,1,0,No
1135,1602,46,Male,Single,Life Sciences,Sales,4,17567,1,No,3,15,27,26,0,No
1136,1604,28,Male,Married,Medical,Research & Development,1,2408,1,Yes,3,17,1,1,1,Yes
1137,1605,22,Female,Married,Other,Research & Development,1,2814,1,Yes,3,14,4,4,2,No
1138,1606,50,Male,Married,Medical,Research & Development,4,11245,2,Yes,3,15,32,30,8,No
1139,1607,32,Female,Married,Other,Research & Development,1,3312,3,No,3,17,6,3,2,No
1140,1608,44,Female,Divorced,Medical,Research & Development,5,19049,0,Yes,3,14,23,22,7,No
1141,1609,30,Male,Married,Medical,Research & Development,1,2141,1,No,3,12,6,6,4,No
1142,1611,45,Female,Single,Medical,Research & Development,2,5769,1,Yes,3,14,10,10,7,No
1143,1612,45,Male,Married,Marketing,Sales,2,4385,1,No,3,15,10,10,7,No
1144,1613,31,Male,Single,Other,Sales,2,5332,7,No,3,13,10,5,2,No
1145,1614,36,Female,Married,Life Sciences,Research & Development,2,4663,9,Yes,3,12,7,3,2,No
1146,1615,34,Male,Divorced,Life Sciences,Research & Development,2,4724,1,No,3,13,9,9,7,No
1147,1617,49,Female,Married,Life Sciences,Research & Development,1,3211,1,No,3,14,10,9,6,No
1148,1618,39,Male,Married,Medical,Research & Development,2,5377,2,No,3,13,10,7,7,No
1149,1619,27,Male,Divorced,Other,Research & Development,1,4066,1,No,3,11,7,7,7,No
1150,1621,35,Male,Married,Life Sciences,Research & Development,2,5208,1,No,3,11,16,16,15,No
1151,1622,28,Female,Divorced,Medical,Research & Development,2,4877,0,No,4,21,6,5,3,No
1152,1623,21,Male,Single,Medical,Research & Development,1,3117,1,No,3,18,3,2,2,No
1153,1624,18,Female,Single,Medical,Sales,1,1569,1,Yes,3,12,0,0,0,Yes
1154,1625,47,Female,Married,Life Sciences,Human Resources,5,19658,3,No,3,11,27,5,2,No
1155,1627,39,Male,Divorced,Medical,Research & Development,2,3069,0,No,3,15,11,10,8,No
1156,1628,40,Female,Married,Life Sciences,Research & Development,3,10435,1,No,3,13,18,18,15,No
1157,1630,35,Female,Married,Life Sciences,Research & Development,2,4148,1,No,3,12,15,14,11,No
1158,1631,37,Male,Married,Life Sciences,Research & Development,2,5768,3,No,3,17,9,4,3,No
1159,1633,39,Female,Single,Medical,Research & Development,2,5042,0,No,3,13,10,9,2,No
1160,1635,45,Female,Divorced,Other,Research & Development,2,5770,1,No,3,19,10,10,7,No
1161,1638,38,Female,Married,Medical,Research & Development,3,7756,3,Yes,3,19,10,5,4,No
1162,1639,35,Male,Married,Medical,Sales,3,10306,9,No,3,17,15,13,12,Yes
1163,1640,37,Female,Married,Medical,Research & Development,1,3936,1,No,3,11,8,8,4,No
1164,1641,40,Female,Single,Life Sciences,Research & Development,3,7945,6,Yes,3,15,18,4,2,No
1165,1642,44,Male,Married,Human Resources,Human Resources,2,5743,4,Yes,3,11,14,10,7,No
1166,1644,48,Male,Married,Medical,Research & Development,4,15202,2,No,4,25,23,2,2,No
1167,1645,35,Male,Divorced,Medical,Sales,2,5440,6,Yes,3,14,7,2,2,Yes
1168,1646,24,Female,Single,Technical Degree,Research & Development,1,3760,1,Yes,3,13,6,6,3,No
1169,1647,27,Female,Married,Medical,Research & Development,1,3517,7,No,3,17,5,3,2,No
1170,1648,27,Male,Single,Medical,Research & Development,1,2580,2,No,3,13,6,4,2,No
1171,1649,40,Male,Single,Life Sciences,Research & Development,1,2166,3,Yes,3,14,10,4,2,Yes
1172,1650,29,Male,Single,Medical,Sales,2,5869,9,No,3,11,8,5,2,No
1173,1651,36,Female,Married,Life Sciences,Research & Development,3,8008,4,No,3,12,9,3,2,No
1174,1653,25,Male,Divorced,Life Sciences,Research & Development,2,5206,1,No,3,17,7,7,7,No
1175,1654,39,Male,Married,Medical,Research & Development,2,5295,4,No,4,21,7,5,4,No
1176,1655,49,Female,Married,Other,Research & Development,4,16413,3,No,3,16,27,4,2,No
1177,1656,50,Female,Divorced,Life Sciences,Research & Development,3,13269,5,No,3,15,19,14,11,No
1178,1657,20,Female,Single,Medical,Sales,1,2783,1,No,3,19,2,2,2,No
1179,1658,34,Female,Divorced,Life Sciences,Research & Development,2,5433,1,No,3,12,11,11,8,No
1180,1659,36,Male,Single,Life Sciences,Research & Development,1,2013,2,No,3,11,15,4,3,No
1181,1661,49,Female,Married,Life Sciences,Research & Development,4,13966,2,Yes,3,19,30,15,11,No
1182,1662,36,Female,Married,Medical,Research & Development,2,4374,0,No,3,15,4,3,2,No
1183,1664,36,Male,Divorced,Life Sciences,Research & Development,2,6842,6,No,4,20,13,5,4,No
1184,1665,54,Female,Married,Medical,Research & Development,4,17426,3,No,4,25,36,10,8,No
1185,1666,43,Male,Married,Life Sciences,Research & Development,4,17603,1,No,4,24,14,14,10,No
1186,1667,35,Male,Single,Other,Sales,2,4581,3,Yes,4,24,13,11,9,Yes
1187,1668,38,Male,Married,Life Sciences,Research & Development,2,4735,7,No,3,15,19,13,11,No
1188,1669,29,Male,Divorced,Medical,Sales,2,4187,1,Yes,3,13,10,10,0,No
1189,1670,33,Male,Divorced,Medical,Sales,2,5505,1,No,3,14,6,6,2,No
1190,1671,32,Male,Divorced,Medical,Research & Development,2,5470,0,No,3,13,10,9,5,No
1191,1673,31,Female,Married,Life Sciences,Sales,2,5476,1,No,3,11,10,10,0,No
1192,1674,49,Female,Divorced,Medical,Research & Development,1,2587,4,Yes,3,16,17,2,2,No
1193,1675,38,Female,Single,Medical,Research & Development,1,2440,1,No,4,22,4,4,3,No
1194,1676,47,Female,Divorced,Life Sciences,Sales,4,15972,6,No,3,14,29,3,2,No
1195,1677,49,Male,Single,Life Sciences,Research & Development,4,15379,4,No,3,14,23,8,7,No
1196,1678,41,Male,Single,Life Sciences,Sales,3,7082,3,Yes,3,16,21,2,0,No
1197,1680,20,Male,Single,Life Sciences,Sales,1,2728,1,No,3,11,2,2,2,No
1198,1681,33,Female,Divorced,Life Sciences,Sales,2,5368,1,Yes,4,25,7,6,5,No
1199,1682,36,Male,Married,Life Sciences,Research & Development,2,5347,6,No,3,14,10,3,2,No
1200,1683,44,Female,Divorced,Life Sciences,Human Resources,1,3195,4,Yes,3,18,8,2,2,No
1201,1684,23,Male,Single,Medical,Research & Development,1,3989,1,Yes,3,11,5,5,4,Yes
1202,1687,38,Female,Married,Medical,Research & Development,1,3306,7,No,3,19,7,0,0,No
1203,1689,53,Male,Married,Medical,Research & Development,3,7005,3,No,3,15,11,4,3,No
1204,1691,48,Female,Married,Medical,Sales,1,2655,2,Yes,3,11,19,9,7,Yes
